price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,yr_sold,mn_sold,day_sold,id,orig.id
563000,3,2,1380,5000,1.5,0,0,4,7,1380,0,1917,0,98117,47.6807,-122.369,1350,5000,2015,04,22,1006,719
195000,2,1,820,5100,1,0,0,3,6,820,0,1953,0,98118,47.5156,-122.262,1170,5304,2015,05,04,702,500
259950,2,2,1070,649,2,0,0,3,9,720,350,2008,0,98106,47.5213,-122.357,1070,928,2015,03,05,4353,3045
595000,4,1.5,1350,8113,1,0,0,4,7,1350,0,1959,0,98004,47.5807,-122.196,1930,8113,2014,07,16,15729,11001
260000,3,1.5,1270,20700,1,0,0,2,7,1150,120,1948,0,98155,47.7576,-122.296,1990,15000,2014,06,17,9761,6816
216180,2,1,1120,7797,1,0,0,3,6,1120,0,1948,0,98055,47.4871,-122.22,2180,7200,2014,10,21,9119,6373
650100,2,1,1750,60872,1,0,0,4,7,1180,570,1973,0,98075,47.5946,-122.006,2480,5425,2015,04,10,12391,8615
530000,3,2.5,1365,1090,3,0,0,3,7,1315,50,2003,0,98115,47.6776,-122.324,1360,1124,2014,10,27,11733,8159
207000,3,1,920,5546,1,0,0,2,6,920,0,1928,0,98125,47.7114,-122.284,1300,5546,2014,09,29,12389,8613
420000,3,1.75,1720,5000,1.5,0,0,3,8,1720,0,1932,2009,98019,47.738,-121.983,1410,8300,2014,12,04,13186,9181
475000,4,1.5,1580,10260,1,0,0,4,7,1030,550,1955,0,98007,47.5984,-122.147,1520,7000,2015,04,30,17729,12428
755000,3,2.75,2870,6600,2,0,2,3,8,2870,0,1984,0,98008,47.5745,-122.113,2570,7925,2014,12,02,17704,12414
447000,2,1,1320,8380,1,0,0,3,7,1320,0,1953,0,98177,47.705,-122.367,1290,8025,2014,06,27,5138,3598
300000,6,5.25,2860,5682,2,0,0,3,7,2860,0,1978,0,98002,47.303,-122.221,1390,5956,2014,05,20,16804,11772
412000,4,3.5,3360,9767,2,0,0,3,9,2450,910,1990,0,98023,47.3047,-122.347,2580,8757,2014,07,09,18983,13286
226450,3,1.75,1730,7200,1.5,0,0,4,6,1730,0,1944,0,98032,47.3774,-122.236,860,7200,2014,10,28,5277,3700
435000,4,1,1450,8800,1,0,0,4,7,1450,0,1954,0,98006,47.5746,-122.135,1260,8942,2014,05,02,7324,5136
360000,4,2.5,2610,7333,2,0,0,3,8,2610,0,1988,0,98003,47.2721,-122.293,2280,9033,2015,04,09,15057,10511
249000,4,2,1280,7560,1,0,0,5,6,1280,0,1959,0,98058,47.45,-122.175,1250,7690,2014,10,21,13416,9346
422000,4,2.5,2310,6650,2,0,2,3,8,2310,0,2012,0,98166,47.4513,-122.267,1800,9819,2015,05,08,15488,10817
949950,4,3.75,4120,8258,2,0,0,3,10,4120,0,2012,0,98075,47.5872,-122.055,3730,8332,2014,09,15,19744,13824
336000,4,2.5,2530,8169,2,0,0,3,8,2530,0,1993,0,98003,47.2634,-122.312,2220,8013,2014,07,08,16734,11715
485000,3,2.5,1580,6065,2,0,0,3,8,1580,0,1985,0,98029,47.5692,-122.021,1770,6700,2014,06,13,12506,8696
499431,4,2.75,2620,6019,2,0,0,3,8,2620,0,2013,0,98045,47.484,-121.771,2790,6716,2014,05,30,19664,13769
585000,4,2.5,2840,11044,2,0,0,3,8,2840,0,2001,0,98034,47.7134,-122.237,1934,9605,2014,06,19,18035,12646
453500,2,1.75,1000,1760,1,0,0,4,6,600,400,1924,0,98109,47.6261,-122.355,2120,2802,2015,05,13,1098,785
840000,4,2.5,2360,9600,1,0,2,3,8,1630,730,1973,0,98040,47.5889,-122.249,2140,6300,2015,04,17,17095,11988
398096,3,2.5,2370,5321,2,0,0,3,8,2370,0,2014,0,98038,47.37,-122.019,2370,4357,2015,04,23,20660,14463
489000,4,1,1150,5217,1.5,0,0,3,7,1150,0,1951,0,98115,47.6806,-122.287,1220,5217,2015,03,20,9717,6789
136500,3,1.5,1420,8580,1,0,0,3,6,1420,0,1962,0,98023,47.3076,-122.362,1200,8580,2014,05,06,10227,7131
259875,3,1,1250,21303,1,0,0,3,6,1250,0,1970,0,98053,47.6625,-122.059,1250,17920,2014,08,27,11587,8053
279000,4,1.75,1840,7275,1,0,0,3,7,1090,750,1976,0,98031,47.4002,-122.189,1840,7275,2015,05,08,17269,12104
775000,3,3,1820,4300,1.5,0,0,4,8,1620,200,1914,1983,98107,47.6711,-122.364,1440,4300,2015,03,13,2215,1572
248000,3,1,1260,6000,1,0,0,4,6,1260,0,1954,0,98198,47.4187,-122.323,1520,6600,2015,05,05,6273,4401
265000,3,1,1080,4930,1,0,0,3,6,1080,0,1950,0,98126,47.5209,-122.374,1100,5950,2014,12,04,2588,1833
967000,4,3.25,1860,4356,2,0,0,3,9,1860,0,1917,2005,98103,47.6785,-122.351,1860,4356,2015,03,11,3500,2461
420000,3,1.5,1130,5413,1,0,0,3,7,940,190,1946,0,98125,47.7021,-122.32,1400,7168,2014,10,01,18964,13269
335000,4,2.75,2190,9209,2,0,0,4,8,2190,0,1996,0,98092,47.3341,-122.188,2430,6687,2015,02,23,15487,10816
499500,3,2.5,2520,53143,1.5,0,0,3,7,2520,0,1988,0,98019,47.743,-121.925,2020,56628,2014,06,05,6019,4225
641000,2,1,1420,5332,1,0,0,3,8,1070,350,1953,0,98105,47.6694,-122.275,2400,5406,2014,07,15,443,309
240000,3,1.5,1460,13503,1,0,0,4,6,1460,0,1977,0,98010,47.3119,-122.015,1460,13394,2015,04,17,11355,7892
480500,4,2.5,2180,11200,1,0,0,4,8,2180,0,1968,0,98072,47.7476,-122.086,1790,11200,2014,05,07,15903,11114
665000,3,2.5,1730,3000,2,0,0,3,8,1730,0,1996,0,98103,47.6532,-122.34,1730,1774,2014,07,16,5795,4078
1360000,3,1.5,2680,4775,2,0,2,5,8,1880,800,1913,0,98109,47.6333,-122.347,2280,5947,2014,06,25,10245,7146
570000,4,1.75,2340,5080,1,0,0,5,7,1170,1170,1924,0,98115,47.6746,-122.32,1270,3270,2014,10,01,12413,8633
282500,4,1,1650,9750,1,0,0,4,7,1650,0,1964,0,98059,47.4991,-122.164,1650,10112,2014,11,06,15878,11096
345000,4,2.5,2420,11481,1,0,0,3,8,1370,1050,1985,0,98003,47.341,-122.318,2290,8985,2015,05,04,4565,3189
320000,3,1,1230,7492,1,0,0,3,7,1230,0,1955,0,98155,47.7633,-122.315,1710,7238,2015,01,06,17967,12597
3070000,3,2.5,3930,55867,1,1,4,4,8,2330,1600,1957,0,98034,47.7022,-122.224,2730,26324,2014,11,20,657,470
480000,4,2.5,2870,35757,2,0,0,4,9,2870,0,1977,0,98077,47.7568,-122.05,2700,41221,2014,11,24,16946,11878
685000,4,2.5,2770,10051,2,0,0,3,10,2770,0,1987,0,98074,47.6288,-122.043,2730,10675,2014,12,11,1912,1360
267345,4,2.25,2510,8165,1,0,0,4,7,1610,900,1972,0,98023,47.3092,-122.372,1940,8250,2014,05,13,2571,1822
392450,4,2,2195,2681,1,0,0,3,7,1060,1135,1912,0,98103,47.6965,-122.342,1710,1280,2014,11,12,2530,1790
624000,4,3.25,2810,11250,1,0,0,3,8,1680,1130,1980,0,98052,47.692,-122.099,2110,11250,2014,09,23,12285,8541
820000,3,2.5,2510,5503,2,0,2,3,9,2510,0,1995,0,98136,47.5419,-122.383,1790,6099,2014,05,28,11604,8066
469000,3,3.25,1370,1194,3,0,0,3,8,1370,0,2004,0,98107,47.6718,-122.388,1800,2678,2014,08,18,4500,3144
455000,4,1.5,1880,11400,1,0,0,3,7,1280,600,1955,0,98177,47.7718,-122.381,1880,11400,2015,03,26,13051,9086
525000,4,2.5,2840,4750,2,0,0,3,9,2840,0,2002,0,98058,47.4511,-122.121,2460,4750,2014,08,20,6664,4686
442900,4,1.75,1780,2788,1,0,0,4,6,890,890,1943,0,98199,47.6511,-122.4,1760,5664,2014,06,21,14552,10148
795000,2,2.5,2830,8630,2,0,0,3,10,2830,0,2001,0,98074,47.6481,-122.081,3190,7515,2014,12,09,12464,8666
287450,3,2.5,1440,2500,2,0,0,3,7,1440,0,2008,0,98146,47.5123,-122.358,1440,5000,2015,02,11,20721,14504
552100,3,3,1330,1379,2,0,0,4,8,1120,210,2005,0,98122,47.6126,-122.313,1810,1770,2014,09,05,21213,14837
580000,4,3.5,1460,951,3,0,0,3,8,1460,0,2008,0,98115,47.6821,-122.326,1430,1282,2014,08,25,21309,14914
410000,3,2,1400,45738,2,0,0,4,8,1400,0,1981,0,98070,47.3624,-122.455,2390,56628,2014,06,27,7199,5048
214000,3,1,1200,8316,1,0,0,4,6,1200,0,1953,0,98002,47.3221,-122.215,1200,8316,2014,08,15,637,455
152500,3,1,1090,3523,1,0,0,4,6,1090,0,1969,0,98092,47.3161,-122.182,1030,3200,2014,10,29,16963,11892
565000,3,2.5,2030,217805,1,0,0,3,9,2030,0,1999,0,98070,47.3942,-122.515,1870,109468,2014,09,02,9299,6500
1380000,4,3.75,3160,9525,2.5,0,0,3,10,3160,0,1997,0,98040,47.5623,-122.221,2400,9525,2014,05,27,11208,7793
379600,3,1.75,1270,12420,1,0,0,4,7,1270,0,1962,0,98056,47.5387,-122.179,1560,9910,2015,04,21,4730,3306
545000,3,1.75,1400,4000,1.5,0,0,4,7,1400,0,1925,0,98117,47.6902,-122.388,1050,4330,2014,09,22,16770,11748
264950,3,1.5,1370,10115,1,0,0,4,7,1370,0,1957,0,98022,47.2027,-122,1450,9282,2014,08,29,16278,11385
150000,2,1,830,4045,1,0,0,3,6,830,0,1943,0,98106,47.5293,-122.351,1100,4116,2014,07,17,8891,6217
348000,3,2.5,1500,2255,2,0,0,3,7,1500,0,2005,0,98029,47.5538,-121.997,1440,2040,2014,07,10,19805,13865
278750,2,2,800,5765,1,0,0,4,6,800,0,1936,0,98133,47.7024,-122.346,1160,3844,2014,09,12,11803,8207
337000,4,3,2240,8504,2,0,0,3,7,2240,0,1992,0,98155,47.7348,-122.295,1570,8460,2014,06,20,16512,11558
817250,3,2.5,2980,7202,2,0,0,3,8,2980,0,1999,0,98033,47.6769,-122.177,2430,7280,2015,03,27,5927,4158
605000,4,2.25,2260,11900,2,0,0,3,9,2260,0,1976,0,98074,47.6415,-122.057,2470,11900,2014,12,26,6383,4486
619000,4,1.75,1660,3800,1.5,0,0,3,7,1660,0,1926,0,98115,47.6883,-122.314,1660,3767,2014,06,05,14168,9860
415000,4,1.5,2700,14760,1.5,0,0,5,9,2700,0,1940,0,98022,47.1996,-122.003,1670,7200,2014,11,07,13284,9251
915557,5,3.25,3740,11536,2,0,0,4,9,2540,1200,1984,0,98006,47.5599,-122.108,2920,11258,2015,03,16,18074,12669
535000,2,1,1040,5527,1,0,0,3,7,1040,0,1951,0,98115,47.6774,-122.284,2080,7020,2014,05,27,8578,5987
430000,3,3.25,1550,1444,3,0,0,3,8,1550,0,2006,0,98115,47.6767,-122.291,1550,1444,2014,08,06,20595,14413
645000,3,3.25,1730,1229,2,0,2,3,9,1320,410,2008,0,98119,47.6374,-122.369,1710,1686,2014,05,29,21580,15107
639000,4,2.5,1990,8034,2,0,0,4,10,1990,0,1989,0,98029,47.561,-122.018,2580,8034,2014,10,03,7776,5447
315000,3,1,1160,3700,1.5,0,0,3,7,1160,0,1909,0,98106,47.5651,-122.359,1340,3750,2014,09,17,9748,6809
265000,3,2.25,1489,2800,2,0,0,3,7,1489,0,2012,0,98002,47.3454,-122.214,1584,2800,2015,04,07,20538,14367
1250000,4,4.25,4980,13000,2,0,3,3,9,3080,1900,1982,0,98052,47.6406,-122.101,2840,11308,2014,11,25,11754,8174
760000,4,2.5,2420,10285,1,0,4,3,8,1700,720,1958,0,98146,47.4871,-122.36,2540,9900,2014,06,13,15442,10789
207000,2,1,1130,8160,1,0,0,4,6,1130,0,1952,0,98168,47.4997,-122.317,1060,6120,2014,11,26,5823,4096
1440000,2,2.5,2720,16637,1,0,3,3,10,2160,560,1953,0,98118,47.5499,-122.264,2880,7320,2014,08,28,14640,10204
450000,3,2.5,1990,12866,2,0,0,4,7,1990,0,1986,0,98072,47.7477,-122.17,2310,8803,2014,07,24,9866,6887
718500,3,2,2910,6600,2,0,0,4,7,1920,990,1900,1988,98118,47.5576,-122.281,1370,5500,2014,06,13,19064,13340
385000,4,2.5,3200,22651,1,0,0,5,8,1610,1590,1970,0,98031,47.3931,-122.183,2030,5500,2014,06,26,5804,4084
425000,4,2.5,1920,9000,2,0,0,2,7,1920,0,1989,0,98126,47.5153,-122.37,1530,10474,2015,04,10,2990,2110
365000,3,1.5,1300,12240,1,0,0,3,7,1300,0,1963,0,98028,47.737,-122.243,2040,9326,2014,05,28,1656,1172
353000,3,1,1350,7740,1,0,0,4,6,860,490,1947,0,98125,47.7098,-122.291,1130,7740,2014,05,06,1119,797
999999,3,2.5,2100,4097,2,0,0,3,9,2100,0,2008,0,98004,47.5983,-122.2,1780,4764,2015,02,26,21534,15074
920000,5,3,2230,4400,2,0,0,3,7,1730,500,1913,0,98102,47.6404,-122.325,1280,1800,2015,04,10,14071,9788
739375,5,3,2640,3200,2,0,0,4,7,2140,500,1906,0,98112,47.6188,-122.308,1540,2242,2014,07,18,5785,4072
170000,2,1,1240,9900,1,0,0,3,7,940,300,1950,0,98168,47.4862,-122.326,1050,9375,2015,01,22,7209,5057
925500,3,2.75,1970,5200,1.5,0,3,3,8,1970,0,1915,2002,98136,47.5374,-122.388,2140,5200,2015,03,19,10708,7452
630000,3,2.5,2320,32772,2,0,0,3,9,2320,0,1992,0,98053,47.6304,-121.988,2610,33305,2014,09,15,17998,12622
270000,4,2.75,1990,7252,1,0,0,3,7,1270,720,1999,0,98002,47.2839,-122.202,2100,7535,2014,06,09,14732,10271
698000,3,2.75,2640,11957,1.5,0,0,3,9,2260,380,1978,0,98052,47.6491,-122.12,2640,12641,2014,09,09,7686,5388
375000,3,2.5,2424,5931,2,0,0,3,9,2424,0,2014,0,98042,47.3515,-122.134,2424,6036,2015,03,31,20616,14429
1180000,3,1.75,1610,7200,1,0,0,3,8,1090,520,1973,0,98112,47.6279,-122.287,3790,7200,2014,05,22,16521,11564
433500,3,1.75,1540,9450,1,0,0,4,6,1040,500,1919,0,98103,47.6985,-122.348,1200,5400,2014,09,04,3941,2762
361500,4,2.5,1980,7334,2,0,0,3,7,1980,0,2003,0,98038,47.3528,-122.041,1850,7134,2015,04,01,12648,8802
699850,4,3.5,2690,6164,2,0,0,3,9,2690,0,2002,0,98075,47.599,-121.973,2910,5000,2014,06,16,16494,11546
920000,4,3,3750,11025,2,0,0,3,10,3750,0,1976,0,98074,47.6367,-122.059,2930,12835,2014,05,09,1785,1265
286800,3,2.5,1413,3600,2,0,0,3,8,1413,0,2011,0,98031,47.4222,-122.193,2150,3869,2014,06,17,20540,14369
250000,4,1,1320,11212,1,0,0,5,6,1320,0,1914,0,98002,47.3098,-122.209,1060,6766,2015,03,12,16108,11260
725000,3,2.5,2620,28703,1,0,0,3,10,2620,0,1985,0,98052,47.7238,-122.114,2950,30290,2014,12,11,11231,7812
820875,5,3.25,3860,9387,2,0,2,3,9,3860,0,2006,0,98065,47.538,-121.858,3860,8979,2015,04,24,21121,14773
325000,2,2.5,1050,1609,2,0,0,3,7,1050,0,2005,0,98144,47.5854,-122.313,1120,1693,2014,05,28,21403,14980
845000,3,3.5,3460,15745,2,0,0,3,10,3460,0,1986,0,98077,47.7262,-122.06,3350,14825,2014,07,24,3220,2265
275000,4,1,1430,27153,1.5,0,0,4,5,1430,0,1934,0,98065,47.5372,-121.744,1880,27153,2014,10,02,15774,11032
615000,3,1.75,2660,7800,1,0,0,4,8,1330,1330,1951,0,98117,47.6993,-122.378,1950,6240,2015,02,26,3052,2156
1270000,4,3.25,3640,3604,2,0,2,5,9,1960,1680,1913,0,98122,47.6145,-122.284,1940,4600,2014,09,11,9177,6415
404600,3,1,1570,7727,1,0,2,4,8,1270,300,1958,0,98056,47.4821,-122.192,2440,7727,2015,01,16,7689,5390
542525,4,2.5,2650,5600,2,0,0,3,8,2650,0,2014,0,98059,47.4786,-122.122,2650,5600,2014,06,16,21381,14965
239000,2,1.5,680,772,2,0,0,3,7,680,0,2005,0,98103,47.695,-122.343,690,1059,2014,11,17,20782,14545
85000,2,1,830,9000,1,0,0,3,6,830,0,1939,0,98032,47.3813,-122.243,1160,7680,2014,09,15,10254,7151
440000,2,1,1230,6600,1,0,0,3,7,1130,100,1906,0,98118,47.5573,-122.282,1260,5060,2014,06,03,7792,5458
350000,2,1,830,5100,1,0,0,4,7,830,0,1942,0,98126,47.5259,-122.379,1220,5100,2014,10,23,8191,5729
425000,3,2,1540,8011,1,0,0,3,7,1540,0,1988,0,98011,47.7342,-122.202,1630,7141,2014,07,23,2489,1760
1250000,4,2.75,4120,12500,1,0,4,4,8,2060,2060,1947,0,98116,47.5914,-122.385,3680,5000,2014,12,17,8149,5704
175000,2,1,800,7150,1,0,0,3,5,800,0,1933,0,98030,47.3788,-122.224,1220,8019,2014,12,18,8122,5685
326000,3,2.75,1720,28000,1,0,0,4,7,1720,0,1958,0,98058,47.4375,-122.176,2000,41817,2014,05,28,6631,4664
140000,3,1.5,1200,2002,2,0,0,3,8,1200,0,1966,0,98055,47.4659,-122.189,1270,1848,2014,11,26,18989,13290
815000,4,2,1400,4800,2,0,0,3,7,1400,0,1986,0,98122,47.6168,-122.298,1620,2595,2014,10,28,18605,13031
648000,4,2.5,3290,6203,2,0,0,3,9,3290,0,2008,0,98065,47.5441,-121.86,2990,6835,2014,06,04,20033,14023
428000,3,2,1310,2550,1,0,0,3,7,780,530,1986,0,98103,47.6911,-122.35,1460,5100,2014,06,09,17487,12251
415000,3,2.75,3900,111514,2,0,0,3,6,3460,440,1967,2008,98024,47.5621,-121.924,2460,217800,2014,08,11,5790,4075
423500,3,2,2000,10490,1,0,0,3,8,1430,570,1978,0,98033,47.6976,-122.166,1530,7659,2014,10,17,16709,11698
369000,4,2.5,3060,27251,1.5,0,0,3,8,3060,0,2008,0,98022,47.1967,-121.966,1760,27251,2015,05,04,20769,14537
222000,2,1,830,6893,1,0,0,3,7,830,0,1950,0,98125,47.7234,-122.328,1470,7200,2015,02,05,15960,11156
685900,3,2.5,2290,9142,1,0,0,3,8,2290,0,1972,0,98117,47.691,-122.387,1770,8035,2014,08,07,7817,5474
605000,5,2.75,2910,13332,2,0,0,4,8,2910,0,1940,1991,98146,47.4977,-122.359,1760,8900,2014,11,14,10817,7525
252500,3,2.5,1780,7192,1,0,0,4,7,1250,530,1974,0,98031,47.4093,-122.173,1870,8500,2014,11,14,16597,11613
630000,4,2.5,2240,4025,1,0,2,3,7,1250,990,1926,2005,98115,47.6818,-122.311,1380,3500,2014,07,28,16811,11778
435000,3,2,1610,6911,1,0,0,3,7,1260,350,1988,0,98034,47.7188,-122.177,1630,6911,2014,08,06,6004,4212
1480000,5,4,4770,31570,2,0,0,3,12,4770,0,1990,0,98006,47.5468,-122.123,4520,32070,2015,01,14,14682,10235
700000,3,1.75,1820,15570,1,0,2,3,8,1820,0,1948,0,98146,47.5068,-122.386,2490,9480,2015,04,29,4387,3070
250000,6,2.5,2590,10890,1,0,0,4,7,1340,1250,1970,0,98042,47.4126,-122.165,2474,10454,2014,12,26,7639,5353
460000,4,3,2230,52983,2,0,0,3,8,2230,0,1991,0,98030,47.3577,-122.195,2060,8755,2014,05,28,10692,7439
600000,3,3.5,2710,3290,2,0,0,3,8,1650,1060,2006,0,98027,47.5367,-122.072,2440,3290,2014,10,27,19971,13980
875000,4,2.25,3720,12384,1,0,2,5,8,1860,1860,1970,0,98075,47.5836,-122.074,3180,15541,2014,06,03,13862,9655
570000,3,3,2400,3192,2,0,0,3,7,2400,0,1991,0,98103,47.6963,-122.348,1360,3192,2014,09,25,13508,9413
760000,4,3.5,3720,13591,2,0,3,3,10,3720,0,2004,0,98065,47.536,-121.858,4210,14282,2015,01,21,16414,11484
240000,3,1.75,1760,6500,1,0,0,3,7,1150,610,1987,0,98038,47.3647,-122.05,1760,8125,2015,04,09,646,462
475000,3,2.25,1580,12177,1,0,0,3,7,1200,380,1981,0,98074,47.6254,-122.045,1660,11374,2014,06,13,14553,10149
307150,3,1.5,1480,6752,1,0,0,4,7,1480,0,1959,0,98056,47.4993,-122.176,1450,8023,2014,07,10,9220,6443
970000,4,1.75,4060,4000,2,0,3,3,10,2890,1170,1953,1995,98199,47.6375,-122.389,1860,4000,2014,11,11,15011,10475
1500000,4,3.5,4410,12426,2,0,2,3,12,3420,990,1996,0,98006,47.5518,-122.107,4090,12127,2014,07,11,5756,4049
1160000,4,3.5,4190,15724,2,0,2,3,11,4190,0,1994,0,98027,47.5518,-122.096,3300,10113,2014,08,29,9539,6657
712500,3,1.75,1770,2800,1.5,0,0,3,7,1770,0,1914,0,98103,47.6631,-122.357,1630,3254,2015,04,25,13912,9690
395000,2,1,1320,1824,1.5,0,0,4,6,1320,0,1909,0,98144,47.585,-122.294,1320,4000,2014,05,29,14936,10413
317000,3,1.5,1060,5750,1,0,0,2,7,1060,0,1981,0,98126,47.5532,-122.372,1060,5750,2015,01,05,17304,12129
335000,4,1.5,3160,19745,1.5,0,0,4,6,1840,1320,1968,0,98010,47.3103,-122.006,1540,8611,2015,03,03,19140,13395
315000,2,2.25,1240,705,2,0,0,3,7,1150,90,2009,0,98027,47.5321,-122.073,1240,750,2014,10,07,21110,14766
620000,3,2.5,2590,7237,2,0,0,3,8,2590,0,2004,0,98125,47.7113,-122.309,1670,7648,2014,06,09,18106,12695
650000,3,2.5,2870,7288,2,0,0,3,9,2870,0,2012,0,98011,47.7745,-122.225,2870,5998,2014,11,12,20957,14660
490000,4,2.25,2020,4960,2,0,0,3,7,1710,310,1938,0,98117,47.6867,-122.369,1590,4550,2014,11,18,11350,7888
660000,4,1.75,2780,9900,2,0,0,4,10,2780,0,1978,0,98074,47.6348,-122.06,2600,12000,2014,06,01,2868,2033
287000,3,2.25,1370,6000,2,0,0,4,7,1370,0,1992,0,98038,47.3484,-122.033,1370,6200,2015,04,14,1022,731
421000,2,1.5,1400,11245,1,0,0,5,7,1400,0,1947,0,98155,47.7469,-122.321,1220,11241,2014,09,15,17790,12473
299000,4,2.5,2300,8100,1,0,0,4,8,1360,940,1979,0,98023,47.2979,-122.371,1910,7630,2015,05,06,10097,7039
390000,2,1,980,3800,1,0,0,3,7,980,0,1926,0,98103,47.6903,-122.34,1520,5010,2015,04,22,4021,2813
628000,4,1.75,1940,3060,1,0,0,4,7,1000,940,1911,0,98115,47.6786,-122.317,1320,3060,2015,04,09,19281,13492
340000,3,1,670,23522,1,0,0,4,6,670,0,1968,0,98024,47.5329,-121.89,1880,20270,2015,03,10,5439,3805
475000,5,2,2040,6180,2,0,0,4,7,2040,0,1908,0,98118,47.5503,-122.28,1870,4365,2014,11,17,18230,12781
560000,3,2.5,2020,11935,1,0,0,4,9,2020,0,1976,0,98052,47.632,-122.092,2410,12350,2014,12,01,6793,4771
305000,4,1.75,2370,10140,1,0,0,3,7,1460,910,1968,0,98001,47.3352,-122.278,1450,7800,2015,03,30,17274,12106
933399,3,2.5,3940,10360,2,0,0,3,9,3110,830,1992,0,98052,47.6468,-122.116,2720,11941,2014,07,14,1364,966
250000,3,2,1500,5200,1,0,0,3,7,1060,440,1977,0,98042,47.3653,-122.09,1640,5200,2015,04,13,15289,10684
450000,5,2.5,2850,209523,1,0,0,4,7,1930,920,1925,1968,98058,47.3939,-122.089,2220,209523,2014,07,09,13466,9383
750000,3,2.5,2790,21043,2,0,0,3,9,2790,0,1993,0,98053,47.673,-122.03,2900,34589,2015,03,23,8852,6193
545000,3,2,1340,7200,1.5,0,0,4,7,1340,0,1923,0,98118,47.5601,-122.265,1630,5760,2014,07,02,14647,10209
249950,3,1.5,1450,6875,1,0,0,4,7,1450,0,1961,0,98198,47.4205,-122.316,1270,8000,2015,03,23,7999,5591
550000,3,2.25,2090,8095,2,0,2,3,10,2090,0,1988,0,98136,47.5287,-122.385,1940,5635,2014,10,28,17065,11966
605000,4,3.25,2885,33671,2,0,0,4,8,2885,0,1984,0,98027,47.5174,-122.046,1910,16000,2014,10,31,8295,5793
857500,3,1.5,2040,3960,2,0,2,5,8,2040,0,1928,0,98103,47.6658,-122.355,1540,3400,2014,10,03,12195,8483
826000,3,1.5,1890,5000,1.5,0,0,3,9,1890,0,1929,0,98109,47.6312,-122.353,2560,5000,2014,12,31,17366,12171
1190000,3,2.5,2510,4600,2,0,2,3,10,2510,0,2006,0,98034,47.7051,-122.223,2560,7500,2014,10,01,6763,4749
375000,3,1.5,1110,5500,1,0,0,3,6,1110,0,1940,1997,98033,47.6717,-122.184,1670,6600,2014,07,23,12133,8439
495800,4,1.5,1710,4600,1.5,0,0,3,7,1710,0,1924,0,98115,47.6847,-122.318,1740,4455,2014,12,09,3532,2482
360000,4,2.5,2390,7056,2,0,0,3,9,2390,0,1990,0,98001,47.3385,-122.264,2590,7801,2014,12,24,9863,6885
375000,3,1.5,1370,9720,2,0,0,3,7,1370,0,1968,0,98034,47.7302,-122.197,1510,8775,2014,07,21,4850,3388
350000,4,2.5,2800,9538,2,0,0,3,8,2800,0,1993,0,98003,47.2675,-122.307,1970,7750,2014,07,10,4887,3418
436000,5,3,2720,9856,2,0,0,4,8,2720,0,1969,0,98059,47.4778,-122.146,1420,9685,2015,03,25,15988,11176
680000,3,2.5,2620,14248,2,0,0,4,8,1830,790,1977,0,98004,47.6281,-122.194,2620,12343,2014,09,12,3889,2722
340000,3,1.75,1540,10400,1,0,0,3,6,1540,0,1977,0,98024,47.5651,-121.89,1090,7500,2014,08,27,4118,2884
720000,4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,2015,03,23,80,56
714000,3,1.75,2260,11781,1,0,0,4,8,1520,740,1968,0,98008,47.5982,-122.128,2530,10176,2015,04,02,10323,7193
234975,3,1.75,1650,8073,1,0,0,3,7,1100,550,1980,0,98092,47.3187,-122.182,1280,8073,2015,03,20,1319,934
439000,3,2.25,2230,4551,1.5,0,2,5,8,1450,780,1928,0,98178,47.5078,-122.236,2060,7200,2014,09,04,16223,11345
1570000,3,1.75,2190,8500,1,0,0,4,9,2190,0,1957,0,98112,47.64,-122.285,2850,8868,2014,12,17,10983,7640
415000,2,2.25,1130,2191,2,0,0,3,8,1130,0,2010,0,98052,47.6861,-122.103,1140,1710,2014,12,29,17993,12617
675000,4,1.75,1530,3615,1.5,0,0,4,7,1530,0,1913,0,98103,47.6529,-122.334,1650,4200,2015,03,18,11668,8109
393000,2,1,830,5000,1,0,0,4,7,830,0,1921,0,98103,47.6914,-122.352,1110,5000,2015,03,23,6526,4590
524000,3,2.25,1370,1007,3,0,0,3,8,1330,40,2009,0,98107,47.6682,-122.361,1570,1635,2015,01,08,20071,14046
302059,4,2,1390,745,3,0,0,3,7,1390,0,2008,0,98027,47.5393,-122.026,1390,942,2015,02,23,21048,14724
1080000,4,3.5,3740,41458,2,0,2,3,11,3740,0,2000,0,98072,47.7375,-122.139,3750,38325,2014,11,06,11341,7883
469000,3,3.25,1390,1278,2,0,0,3,8,1140,250,2005,0,98107,47.6735,-122.375,1390,1256,2014,09,30,15962,11158
435000,4,2.5,2130,10375,2,0,0,4,8,2130,0,1986,0,98058,47.4381,-122.16,2220,8508,2014,11,03,5075,3552
552500,5,3,2320,7229,1,0,0,4,8,1370,950,1986,0,98052,47.697,-122.097,2090,7554,2014,08,05,14838,10344
335000,2,1,1440,8842,1,0,0,3,7,840,600,1950,0,98155,47.7443,-122.325,1650,8461,2014,07,24,7310,5123
